nohup: ignoring input
432
standard .xyz file  H288O144
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0456903	-0.0263793	-0.0373060
H	-0.7708197	0.4450337	-0.3706337
H	0.0456813	-0.0263743	0.9627072

5
standard .xyz file  H2Lp2O
O	0.0463642	-0.0267684	-0.0378563
H	-0.7463918	0.4309302	-0.3176440
H	0.0105581	-0.0060959	0.9184504
Lp	0.6179151	0.3032093	-0.2711922
Lp	0.0463711	-0.6867340	-0.2711948

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0864976	-0.0267683	0.0139954
H	-0.7062584	0.4309303	-0.2657924
H	0.0506915	-0.0060958	0.9703021
Lp	0.6580485	0.3032094	-0.2193405
Lp	0.0865046	-0.6867339	-0.2193431

5
standard .xyz file  H2Lp2O
O	0.0864976	-0.0267683	0.0139954
H	-0.7062584	0.4309303	-0.2657924
H	0.0506915	-0.0060958	0.9703021
Lp	0.6580485	0.3032094	-0.2193405
Lp	0.0865046	-0.6867339	-0.2193431

Treating No.2 H2O
Get Array from ref:
11.2544770 15.5840560 14.6943617 
11.2544680 14.6412360 15.0277045 
10.4379670 16.0554580 15.0277045 
Get Array from TIP5P:
0.0000000 0.0000000 0.0000000 
-0.2399870 0.0000000 0.9266270 
0.9572000 0.0000020 0.0000000 
mov_com
0.7172130 0.0000020 0.9266270 
mov2ref
10.7432330 15.4269160 14.6077145 
MC of tip5p is 0.0401334
0.0000001
0.0518517
before move, tip5p is
5
standard .xyz file  H2Lp2O
O	0.0000000	0.0000000	0.0000000
H	-0.2399870	0.0000000	0.9266270
H	0.9572000	0.0000020	0.0000000
Lp	-0.2473730	0.5715440	-0.3196020
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0456903	0.0263793	-0.0373060
H	0.0456813	-0.9164407	0.2960367
H	-0.7708197	0.4977813	0.2960367

5
standard .xyz file  H2Lp2O
O	0.0463643	0.0267684	-0.0378563
H	0.0105579	-0.8679550	0.3004031
H	-0.7463921	0.4431213	0.3004032
Lp	0.0463692	0.0267723	-0.7378573
Lp	0.6179157	0.3567528	0.1954689

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0864977	0.0267685	0.0139954
H	0.0506913	-0.8679549	0.3522548
H	-0.7062587	0.4431214	0.3522549
Lp	0.0865026	0.0267724	-0.6860056
Lp	0.6580491	0.3567530	0.2473206

5
standard .xyz file  H2Lp2O
O	0.0864977	0.0267685	0.0139954
H	0.0506913	-0.8679549	0.3522548
H	-0.7062587	0.4431214	0.3522549
Lp	0.0865026	0.0267724	-0.6860056
Lp	0.6580491	0.3567530	0.2473206

Treating No.3 H2O
Get Array from ref:
11.2544770 12.9912970 11.0276464 
11.2544770 12.9913070 10.0276331 
11.2544770 13.9341220 11.3609741 
Get Array from TIP5P:
0.0000000 0.0000000 0.0000000 
-0.2399870 0.0000000 0.9266270 
0.9572000 0.0000020 0.0000000 
mov_com
0.7172130 0.0000020 0.9266270 
mov2ref
11.0154060 13.3055747 10.4965422 
MC of tip5p is 0.0401334
0.0000001
0.0518517
before move, tip5p is
5
standard .xyz file  H2Lp2O
O	0.0000000	0.0000000	0.0000000
H	-0.2399870	0.0000000	0.9266270
H	0.9572000	0.0000020	0.0000000
Lp	-0.2473730	0.5715440	-0.3196020
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0000000	-0.0527586	0.0373060
H	0.0000000	-0.0527486	-0.9627072
H	0.0000000	0.8900664	0.3706337

5
standard .xyz file  H2Lp2O
O	0.0000000	-0.0535368	0.0378563
H	0.0000000	-0.0121916	-0.9184501
H	0.0000000	0.8618596	0.3176440
Lp	0.5715447	-0.3835242	0.2711937
Lp	-0.5715433	-0.3835267	0.2711936

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0401334	-0.0535367	0.0897079
H	0.0401334	-0.0121915	-0.8665985
H	0.0401334	0.8618597	0.3694957
Lp	0.6116781	-0.3835241	0.3230454
Lp	-0.5314099	-0.3835266	0.3230453

5
standard .xyz file  H2Lp2O
O	0.0401334	-0.0535367	0.0897079
H	0.0401334	-0.0121915	-0.8665985
H	0.0401334	0.8618597	0.3694957
Lp	0.6116781	-0.3835241	0.3230454
Lp	-0.5314099	-0.3835266	0.3230453

Treating No.4 H2O
Get Array from ref:
11.2544770 12.9912970 15.6110405 
10.4379670 12.5198840 15.2777128 
11.2544680 12.9912910 16.6110538 
Get Array from TIP5P:
0.0000000 0.0000000 0.0000000 
-0.2399870 0.0000000 0.9266270 
0.9572000 0.0000020 0.0000000 
mov_com
0.7172130 0.0000020 0.9266270 
mov2ref
10.7432330 12.8341567 15.5243934 
MC of tip5p is 0.0401334
0.0000001
0.0518517
before move, tip5p is
5
standard .xyz file  H2Lp2O
O	0.0000000	0.0000000	0.0000000
H	-0.2399870	0.0000000	0.9266270
H	0.9572000	0.0000020	0.0000000
Lp	-0.2473730	0.5715440	-0.3196020
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0456903	0.0263794	-0.0373060
H	-0.7708197	-0.4450336	-0.3706337
H	0.0456813	0.0263734	0.9627073

5
standard .xyz file  H2Lp2O
O	0.0463642	0.0267685	-0.0378563
H	-0.7463917	-0.4309301	-0.3176443
H	0.0105583	0.0060951	0.9184504
Lp	0.0463696	0.6867351	-0.2711918
Lp	0.6179151	-0.3032073	-0.2711950

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0864976	0.0267686	0.0139954
H	-0.7062583	-0.4309300	-0.2657926
H	0.0506917	0.0060952	0.9703021
Lp	0.0865030	0.6867352	-0.2193401
Lp	0.6580485	-0.3032072	-0.2193433

5
standard .xyz file  H2Lp2O
O	0.0864976	0.0267686	0.0139954
H	-0.7062583	-0.4309300	-0.2657926
H	0.0506917	0.0060952	0.9703021
Lp	0.0865030	0.6867352	-0.2193401
Lp	0.6580485	-0.3032072	-0.2193433

Treating No.5 H2O
Get Array from ref:
13.4998730 11.6949170 11.9443252 
12.6833620 12.1663300 11.6109975 
13.4998640 11.6949220 12.9443385 
Get Array from TIP5P:
0.0000000 0.0000000 0.0000000 
-0.2399870 0.0000000 0.9266270 
0.9572000 0.0000020 0.0000000 
mov_com
0.7172130 0.0000020 0.9266270 
mov2ref
12.9886287 11.8520557 11.8576780 
MC of tip5p is 0.0401334
0.0000001
0.0518517
before move, tip5p is
5
standard .xyz file  H2Lp2O
O	0.0000000	0.0000000	0.0000000
H	-0.2399870	0.0000000	0.9266270
H	0.9572000	0.0000020	0.0000000
Lp	-0.2473730	0.5715440	-0.3196020
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0456904	-0.0263793	-0.0373060
H	-0.7708206	0.4450337	-0.3706337
H	0.0456814	-0.0263743	0.9627072

5
standard .xyz file  H2Lp2O
O	0.0463642	-0.0267684	-0.0378563
H	-0.7463921	0.4309298	-0.3176438
H	0.0105583	-0.0060960	0.9184504
Lp	0.6179149	0.3032096	-0.2711923
Lp	0.0463714	-0.6867339	-0.2711949

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0864976	-0.0267683	0.0139954
H	-0.7062587	0.4309299	-0.2657921
H	0.0506917	-0.0060959	0.9703021
Lp	0.6580483	0.3032098	-0.2193407
Lp	0.0865048	-0.6867338	-0.2193432

5
standard .xyz file  H2Lp2O
O	0.0864976	-0.0267683	0.0139954
H	-0.7062587	0.4309299	-0.2657921
H	0.0506917	-0.0060959	0.9703021
Lp	0.6580483	0.3032098	-0.2193407
Lp	0.0865048	-0.6867338	-0.2193432

Treating No.6 H2O
Get Array from ref:
13.4998730 11.6949170 14.6943617 
12.6833710 12.1663350 15.0277045 
14.3163740 12.1663350 15.0277045 
Get Array from TIP5P:
0.0000000 0.0000000 0.0000000 
-0.2399870 0.0000000 0.9266270 
0.9572000 0.0000020 0.0000000 
mov_com
0.7172130 0.0000020 0.9266270 
mov2ref
13.2608017 12.0091950 14.6077145 
MC of tip5p is 0.0401334
0.0000001
0.0518517
before move, tip5p is
5
standard .xyz file  H2Lp2O
O	0.0000000	0.0000000	0.0000000
H	-0.2399870	0.0000000	0.9266270
H	0.9572000	0.0000020	0.0000000
Lp	-0.2473730	0.5715440	-0.3196020
Lp	-0.2473730	-0.5715440	-0.3196020

After rot, the 2(r, tip5p) are:
3
standard .xyz file  H2O
O	0.0000000	-0.0527587	-0.0373060
H	-0.8165019	0.4186593	0.2960367
H	0.8165011	0.4186593	0.2960367

5
standard .xyz file  H2Lp2O
O	0.0000000	-0.0535368	-0.0378562
H	-0.7569501	0.4248340	0.3004029
H	0.7569502	0.4248342	0.3004030
Lp	0.0000009	-0.0535434	-0.7378572
Lp	-0.0000006	-0.7135070	0.1954692

Move Back, tip5p is:
5
standard .xyz file  H2Lp2O
O	0.0401334	-0.0535367	0.0139954
H	-0.7168167	0.4248341	0.3522546
H	0.7970836	0.4248343	0.3522547
Lp	0.0401343	-0.0535433	-0.6860056
Lp	0.0401328	-0.7135069	0.2473209

5
standard .xyz file  H2Lp2O
O	0.0401334	-0.0535367	0.0139954
